name_en,name_ar,lat,lon,parent_name_local
El-Baragil,البراجيل,27.82,30.747,مركز ملوى
El-Barad,البراد,30.084,31.25,قسم الساحل
El-Baradea wa Khalwetha,البرادعةوخلوتها,30.238,31.162,مركز القناطر الخيرية
El-Barashiya,البراشية,31.259,31.709,مركز فارسكور
El-Baramoun,البرامون,31.119,31.457,مركز المنصورة
El-Baranqa,البرانقة,30.426,31.078,مركز الباجور
El-Baranqa,البرانقة,28.989,31.004,مركز ببا
El-Barani,البراني,29.408,31.009,مركز طامية
El-Baraniya,البرانية,30.235,31.0,مركز أشمون
El-Barahma,البراهمة,26.024,32.8,مركز قفط
El-Barba,البربا,27.949,30.743,مركز ابو قرقاص
El-Barba,البربا,26.903,31.37,مركز صدفا
El-Barba,البربا,26.339,31.835,مركز جرجا
Alberth,آلبرث,30.887,34.296,قسم رفح
El-Borg,البرج,31.593,31.043,مركز البرلس
El-Borg,البرج,29.182,31.073,مركز ناصر
El-Bargaya,البرجاية,28.152,30.723,مركز المنيا
El-Barsha,البرشا,27.73,30.883,مركز ملوى
El-Barghouti,البرغوتي,29.474,31.23,مركز العياط
El-Barqi,البرقي,28.771,30.829,مركز الفشن
El-Baraka,البركة,31.205,29.882,قسم الجمرك
El-Baraka,البركة,27.755,30.751,مركز ملوى
El-Barmabal,البرمبل,29.321,31.257,مركز أطفيح
El-Barnougi,البرنوجي,30.942,30.38,مركز دمنهور
El-Barouk,البروك,30.209,34.117,قسم نخل
El-Bariya,البرية,31.233,30.945,مركز الرياض
El-Barigat,البريجات,30.494,30.823,مركز كوم حمادة
El-Barima,البريمة,28.897,33.328,قسم أبو رديس
El-Basatin,البساتين,30.894,31.271,مركز أجا
El-Basatin,البساتين,30.981,30.434,مركز دمنهور
El-Basatin - El-Awamer Sabeqan,البساتين-العوامر سابقا,31.4,31.745,مركز كفر سعد
El-Basatin El-Sharqiya,البساتين الشرقية,29.984,31.301,قسم البساتين
El-Basatin El-Gharbiya,البساتين الغربية,29.985,31.262,قسم البساتين
El-Bustan,البستان,30.101,31.329,قسم مصرالجديدة
El-Bustan,البستان,30.77,30.523,مركز الدلنجات
El-Bustan Qibli El-Noubariya,البستان قبلى النوبارية,30.746,30.481,مركز الدلنجات
El-Bustan wa Kafr Tabikha,البستانوكفرطبيخة,31.377,31.76,مركز دمياط
El-Basqalon,البسقلون,28.694,30.735,مركز العدوة
El-Baslaqoun,البسلقون,31.015,30.12,مركز كفر الدوار
El-Basyouniya,البسيونية,29.322,30.992,مركز الفيوم
El-Bashayer,البشاير,31.235,30.987,مركز الرياض
El-Bashmour,البشمور,31.132,31.595,مركز دكرنس
El-Bashandi,البشندى,25.814,28.853,مركز الوحات الداخلة
El-Bashnini,البشنيني,30.822,31.501,مركز السنبلاوين
El-Basayela,البصايلة,31.123,32.075,مركز المنزلة
El-Basrat,البصراط,31.197,31.908,مركز المنزلة
El-Basaliya El-Wusta,البصليه الوسطى,25.113,32.768,مركز أدفو
El-Basaliya Qibli,البصليه قبلى,25.103,32.788,مركز أدفو
El-Batakha,البطاخ,26.624,31.562,مركز المراغة
El-Boeirat,البعيرات,25.712,32.625,مركز الأقصر
El-Baghala,البغ الة,30.028,31.242,قسم السيدة زينب
El-Baghdadi,البغدادي,25.648,32.624,مركز الأقصر
El-Baqaashin,البقاشين,30.539,31.28,مركز كفر شكر
El-Baqli,البقلي,30.03,31.257,قسم الخليفة
El-Baqliya,البقلية,30.957,31.427,مركز المنصورة
El-Bakatoush,البكاتوش,31.069,30.812,مركز قلين
El-Bakarsha,البكارشة,30.923,31.867,مركز الحسينية
El-Bakariya,البكارية,30.837,31.496,مركز السنبلاوين
El-Bakriya,البكرية,29.03,30.971,مركز ببا
El-Balabish El-Mostagedda,البلابيش المستجدة,26.225,32.131,مركز دار السلام
El-Balabish Bahari,البلابيشبحري,26.24,32.112,مركز دار السلام
El-Balabish Qibli,البلابيشقبلي,26.166,32.157,مركز دار السلام
El-Balashoun,البلاشون,30.437,31.438,مركز بلبيس
El-Balaazetin,البلاعزتين,28.63,30.699,مركز مغاغة
El-Balaqsa,البلاقسة,30.044,31.245,قسم عابدين
El-Balakous,البلاكوس,30.747,30.708,مركز كوم حمادة
El-Balamoun,البلامون,30.832,31.449,مركز السنبلاوين
El-Balayza,البلايزة,27.033,31.241,مركز أبوتيج
El-Balqatriya,البلقطرية,31.194,29.887,قسم الجمرك
El-Buleida,البليدة,29.681,31.276,مركز العياط
El-Banna wa Ezabha,البناوعزبها,31.336,31.071,مركز الحامول
El-Banahwa,البناهوة,30.842,32.265,مركز القنطرة
El-Banawan,البناوان,31.093,31.08,مركز المحله الكبرى
El-Bana'een,البنائين,31.589,31.081,مركز البرلس
El-Bandariya,البندارية,30.723,30.951,مركز تلا
El-Bandara,البندرة,30.822,31.133,مركز السنطة
El-Bandira,البنديرة,31.141,31.522,مركز المنصورة
El-Benhawi,البنهاوي,30.058,31.265,قسم باب الشعرية
El-Bahsamoun,البهسمون,29.064,30.88,مركز أهناسيا
El-Bahansa El-Gharbiya wa Kafr El-Mansoura,البهنسا الغربيةوكفر المنصورة,28.548,30.656,مركز بنى مزار
El-Bahoufrik,البهوفريك,30.948,31.369,مركز أجا
El-Bahi,البهي,30.92,30.565,مركز إيتاى البارود
El-Bawarik,البواريك,26.471,31.795,مركز المنشأة
El-Boura,البورة,27.206,31.07,مركز أسيوط
El-Boursa,البورصة,30.801,31.003,قسم أول طنطا
El-Boursa wa Kafr Ashari,البورصةوكفرعشري,31.182,29.886,قسم مينا البصل
El-Bouha,البوها,30.773,31.323,مركز ميت غمر
El-Bouha,البوها,30.775,31.654,مركز كفر صقر
El-Bayadi wa El-Qarya,البياضي والقرية,26.357,31.882,قسم جرجا
El-Bayadiya,البياضية,30.884,32.229,مركز القنطرة
El-Bayadiya,البياضية,27.787,30.878,مركز ملوى
El-Bayadiya,البياضية,26.96,31.445,مركز البدارى
El-Bayadiya bel-Nazir,البياضيةب الناظر,26.533,31.783,مركز المنشأة
El-Bayraqdar,البيرقدار,30.058,31.27,قسم الجمالية
El-Bayroum,البيروم,30.75,31.784,مركز فاقوس
El-Beida,البيضا,30.941,31.564,مركز تمى الأمديد
El-Beida,البيضا,31.162,30.058,مركز كفر الدوار
El-Bitash Sharq,البيطاششرق,31.107,29.793,قسم الدخيلة
El-Bitash Gharb,البيطاشغرب,31.131,29.787,قسم الدخيلة
El-Baylouq,البيلوق,30.947,31.294,مركز أجا
El-Bayhou,البيهو,28.255,30.73,مركز سمالوط
El-Bayoum,البيوم,30.627,31.391,مركز الزقازيق
El-Tabaniya,التبنية,28.327,28.688,قسم الواحاتالبحرية
El-Tebbin El-Bahariya,التبين البحرية,29.779,31.297,قسم التبين
El-Tebbin El-Qibliya,التبين القبلية,29.773,31.296,قسم التبين
El-Tatalya,التت الية,27.343,30.835,مركز القوصية
El-Tagammu El-Khamis,التجمع الخامس,30.009,31.422,قسم أول القاهرة الجديدة
El-Tahrir,التحرير,30.977,31.174,قسم أول المحلة الكبرى
El-Tahrir,التحرير,28.601,30.651,مركز مغاغة
El-Tahrir,التحرير,26.87,31.421,مركز طما
El-Taramisa,الترامسة,26.135,32.698,مركز قنا
El-Torgoman,الترجمان,30.058,31.24,قسم بولاق
El-Terea,الترعة,25.208,32.655,مركز إسنا
El-Terea El-Boulaqiya,الترعة البولاقية,30.076,31.252,قسم شبرا
El-Tafteesh,التفتيش,31.31,30.481,مركز رشيد
El-Taqaddom,التقدم,30.856,32.517,قسم القنطرة شرق
El-Tell El-Kebir,التل الكبير,30.607,30.567,مركز بدر
El-Telal El-Ahmar,التل الأحمر,30.662,32.343,قسم القنطرة شرق
El-Telal El-Kebir,التل الكبير,30.517,31.85,مركز التل الكبير
El-Teloul,التلول,31.041,33.339,قسم بئر العبد
El-Tellein,التلين,30.564,31.357,مركز منيا القمح
El-Tamama,التمامة,31.136,30.223,مركز كفر الدوار
El-Tamad,التمد,29.741,34.36,قسم نخل
El-Tamad El-Hagar,التمد الحجر,30.955,31.485,مركز السنبلاوين
El-Tamraziya,التمرازية,31.203,29.885,قسم الجمرك
El-Temsah,التمساح,30.612,32.315,قسم أول الاسماعيلية
El-Temsahiya,التمساحية,27.379,30.803,مركز القوصية
El-Tanagha,التناغا,27.031,31.379,مركز ساحل سليم
El-Tawader,التوادر,26.266,31.924,مركز البلينا
El-Tawfiq,التوفيق,30.073,31.321,قسم أول مدينة نصر
El-Tawfiq 7,التوفيق 7,28.579,30.639,مركز مغاغة
El-Tawfiqiya,التوفيقية,31.228,30.052,قسم المنتزة
El-Tawfiqiya,التوفيقية,31.378,31.692,مركز كفر سعد
El-Tawfiqiya,التوفيقية,30.813,30.735,مركز إيتاى البارود
El-Tawfiqiya,التوفيقية,29.376,30.812,مركز سنورس
El-Tawfiqiya,التوفيقية,28.367,30.76,مركز سمالوط
El-Touma,التومه,31.001,33.928,قسم الشيخ زويد
El-Tounsi,التونسي,30.006,31.271,قسم الخليفة
El-Thawra,الثورة,29.238,34.335,قسم نويبع
El-Gabriya,الجابرية,31.014,31.079,مركز المحله الكبرى
El-Gamaa,الجامع,30.597,31.504,قسم ثان الزقازيق
El-Gamaa El-Tawfiqi,الجامع التوفيقي,31.269,32.3,قسم العرب
El-Gamaa El-Abbasi,الجامع العباسي,31.268,32.303,قسم العرب
El-Gamaa El-Amrikiya wa Rawda,الجامعه الامريكيه و روضه,30.011,31.611,قسم أول القاهرة الجديدة
El-Gawli,الجاولي,27.25,31.029,مركز منفلوط
El-Gabab,الجباب,26.893,31.394,مركز طما
El-Gabal El-Asfar,الجبل الاصفر,30.202,31.395,مركز الخانكة
El-Gablaw,الجبلاو,26.13,32.759,مركز قنا
El-Gablaya,الجبلاية,30.058,31.22,قسم الزمالك
El-Gubeirat,الجبيرات,26.751,31.411,مركز طهطا
El-Gedod wa El-Labban - El-Warsha,الجدد و اللبان - الورشه,31.194,29.89,قسم اللبان
El-Gedi,الجدي,30.052,33.1,قسم الحسنة
El-Gediya,الجدية,31.357,30.405,مركز رشيد
El-Gedida,الجديدة,30.544,31.379,مركز منيا القمح
El-Gedida,الجديدة,31.291,30.425,مركز رشيد
El-Gedida,الجديدة,25.83,28.898,مركز الوحات الداخلة
El-Garadat,الجرادات,31.075,30.322,مركز ابوحمص
El-Gorn,الجرن,31.092,30.309,مركز ابوحمص
El-Garnous,الجرنوس,28.58,30.714,مركز بنى مزار
El-Gereidat,الجريدات,26.809,31.432,مركز طهطا
El-Gazazra,الجزازرة,26.72,31.549,مركز المراغة
El-Gazaer,الجزائر,28.335,30.744,مركز سمالوط
El-Gezira El-Khadra,الجزيرة الخضراء,30.476,31.903,مركز التل الكبير
El-Gezira Bahari,الجزيرة بحرى,29.058,31.086,قسم بنى سويف
El-Gezira Qibli,الجزيرة قبلى,29.067,31.104,قسم بنى سويف
El-Gezira El-Gedida,الجزيرة الجديدة,30.041,31.242,قسم عابدين
El-Gezira El-Khadra,الجزيرة الخضراء,31.449,30.432,مركز مطوبس
El-Gezira El-Sharqiya,الجزيرة الشرقية,30.405,31.093,مركز الباجور
El-Gezira El-Sharqiya,الجزيرة الشرقية,28.914,31.001,مركز ببا
El-Gezira El-Shaqra,الجزيرة الشقراء,29.616,31.287,مركز الصف
El-Gaar,الجعار,30.481,30.165,مركز وادى النطرون
El-Gaafra,الجعافرة,31.146,31.824,مركز ميت سلسيل
El-Gaafra,الجعافرة,30.646,31.779,مركز فاقوس
El-Gaafra,الجعافرة,30.202,31.289,مركز شبين القناطر
El-Gaafra,الجعافرة,29.245,30.778,مركز أطسا
El-Gaafra,الجعافرة,24.357,32.918,مركز دراو
El-Gaafariya,الجعفرية,30.484,31.671,مركز أبو حماد
El-Gaafariya,الجعفرية,30.684,31.099,مركز السنطة
El-Gafadoun,الجفادون,28.839,30.796,مركز الفشن
El-Gafgafa,الجفجافة,30.256,33.307,قسم الحسنة
El-Gafira,الجفيرة,31.072,28.151,مركز الضبعة
El-Galaa,الجلاء,31.259,32.285,قسم المناخ
El-Galaa,الجلاء,28.237,30.69,مركز سمالوط
El-Galatma,الجلاتمة,30.172,31.116,مركز إمبابة
El-Galladeen,الجلادين,30.064,31.235,قسم بولاق
El-Galawiya,الجلاوية,26.743,31.607,مركز ساقلته
El-Galayela,الجلايلة,30.835,31.518,مركز السنبلاوين
El-Gamaliya,الجم الية,30.053,31.266,قسم الجمالية
El-Gamaliya,الجم الية,30.823,31.962,مركز الحسينية
El-Gamaliya,الجم الية,25.854,32.759,مركز قوص
El-Gamamla,الجماملة,31.149,32.045,مركز المنزلة
El-Gamla,الجملة,29.565,31.256,مركز العياط
El-Gamhoud,الجمهود,28.825,30.784,مركز الفشن
El-Gomhouriya,الجمهورية,29.512,30.929,مركز طامية
El-Gameiza,الجميزة,30.797,31.133,مركز السنطة
El-Ganayen,الجناين,30.961,32.755,قسم رمانة
El-Gindiya,الجندية,28.568,30.813,مركز بنى مزار
El-Ganzouri,الجنزوري,30.058,31.275,قسم الظاهر
El-Gineina,الجنينة,31.104,31.687,مركز منية النصر
El-Gineina El-Saghira w Kom Bekir,الجنينة الصغيرةوكومبكير,31.191,29.891,قسم اللبان
El-Gineina El-Kabira w Souq El-Ma'iz,الجنينة الكبيرةوسوق المعيز,31.194,29.894,قسم اللبان
El-Gineina w El-Shubbak,الجنينة والشباك,24.551,33.016,مركز نصر
El-Gihad,الجهاد,24.996,32.779,مركز أدفو
El-Gawabir,الجوابر,30.062,31.236,قسم بولاق
El-Gawabir,الجوابر,31.157,31.817,مركز ميت سلسيل
El-Gawadiya,الجوادية,31.221,31.419,مركز بلقاس
El-Gawashna,الجواشنة,30.793,31.461,مركز ديرب نجم
El-Gawaheen,الجواهين,26.329,31.78,مركز جرجا
El-Goura,الجورة,30.973,34.135,قسم الشيخ زويد
El-Gawsaq,الجوسق,30.431,31.503,مركز بلبيس
El-Golf,الجولف,30.077,31.331,قسم أول مدينة نصر
El-Gawhariya,الجوهرية,30.795,30.966,مركز طنطا
El-Gawa,الجوى,30.796,29.389,قسم الحمام
El-Gweira,الجويرة,30.871,29.444,قسم برج العرب
El-Gayyar,الجيار,30.397,30.84,مركز السادات
El-Giyara,الجيارة,30.06,31.246,قسم الأزبكية
El-Giza,الجيزة,30.016,31.334,قسم الخليفة
El-Giza,الجيزة,25.929,28.849,مركز الوحات الداخلة
El-Gilani,الجيلاني,29.434,30.696,مركز أبشواى
El-Hag Qandil,الحاجقنديل,27.63,30.88,مركز دير مواس
El-Hager,الحاجر,31.073,30.099,مركز كفر الدوار
El-Hager,الحاجر,30.278,30.926,مركز إمبابة
El-Hager bi Awlad Yahya,الحاجربأولاديحيي,26.323,31.993,مركز دار السلام
El-Hadqa,الحادقة,29.269,30.839,مركز الفيوم
El-Hara,الحارة,28.363,28.757,قسم الواحاتالبحرية
El-Hara El-Wase'a w El-Takhshiba,الحارة الواسعة والتخشيبة,31.191,29.89,قسم اللبان
El-Hakimiya,الحاكمية,30.624,31.348,مركز ميت غمر
El-Hamidiya,الحامدية,29.144,30.843,مركز أطسا
El-Hamoul,الحامول,30.475,30.973,مركز منوف
El-Hamouli,الحامولي,29.293,30.607,مركز يوسف الصديق
El-Habalsa,الحب الصة,27.42,30.765,مركز القوصية
El-Habash,الحبش,30.743,31.562,مركز الأبراهيمية
El-Hubeil,الحبيل,25.669,32.658,مركز الأقصر
El-Hubeil - Qaryet El-Sayyadeen,الحبيل - قرية الصيادين,28.28,33.582,قسم الطور
El-Hubeil w El-Shalouliya,الحبيل والشلولية,26.189,31.944,مركز البلينا
El-Hubeilat El-Sharqiya,الحبيلات الشرقية,26.122,32.135,مركز أبو طشت
El-Hubeilat El-Gharbiya,الحبيلات الغربية,26.114,32.065,مركز أبو طشت
El-Hatahta,الحتاحتة,28.238,30.709,مركز سمالوط
El-Haggagiya,الحجاجية,30.686,31.807,مركز فاقوس
El-Haggagiya El-Mostagedda,الحجاجية المستجدة,30.639,31.829,مركز فاقوس
El-Hagara,الحجارة,29.943,31.283,قسم طره
El-Hagari,الحجاري,31.204,29.881,قسم الجمرك
El-Higaziya,الحجازية,30.85,31.899,مركز الحسينية
El-Hagayza,الحجايزة,30.852,31.612,مركز السنبلاوين
El-Hagar,الحجر,29.132,30.657,مركز أطسا
El-Hagar El-Mahrouq,الحجر المحروق,30.908,30.487,مركز الدلنجات
El-Hagz,الحجز,26.229,31.938,مركز البلينا
El-Hagz Bahari,الحجز بحرى,25.16,32.738,مركز أدفو
El-Hagz Qibli,الحجزقبلي,25.119,32.808,مركز أدفو
El-Hogairat,الحجيرات,26.157,32.545,مركز قنا
El-Haddad,الحداد,30.9,30.863,مركز بسيون
El-Hadada,الحدادة,31.062,31.751,مركز بنى عبيد
El-Haddadi w 'Ezabha,الحداديوعزبها,31.356,30.802,مركز سيدى سالم
El-Hadayed,الحدايد,29.744,32.398,قسم عتاقة
