neighborhood_en,neighborhood_ar,lat,lon,district_id,district_en,district_ar,governorate_en,governorate_ar
Atrees,أتريس,30.325,30.878,imbaba-eg2113,Imbaba,مركز إمبابة,Giza,الجيزة
Atqa,أتقا,27.8,30.759,markz-mallawi-eg2412,Markz Mallawi,مركز ملوى,Menia,المنيا
Atdelim,أتليدم,27.882,30.782,markz-abu-qurqas-eg2404,Markz Abu Qurqas,مركز ابو قرقاص,Menia,المنيا
Atmeeda,أتميدة,30.759,31.349,mit-ghamr-eg1213,Mit Ghamr,مركز ميت غمر,Dakahlia,الدقهلية
Athar El-Nabi,أثر النبي,29.992,31.242,misr-al-qadima-eg0106,Misr Al-Qadima,مصرالقديمة,Cairo,القاهرة
Athariyat Fadel,أثرياتفاضل,30.932,30.539,itay-al-barud-eg1807,Itay Al-Barud,مركز إيتاى البارود,Behera,البحيرة
Agehour El-Raml,أجهور الرمل,30.501,31.152,quwisna-eg1708,Quwisna,مركز قويسنا,Menoufia,المنوفية
Agehour El-Soghra,أجهور الصغري,30.264,31.146,qanatir-al-khayriyya-eg1404,Qanatir Al-Khayriyya,مركز القناطر الخيرية,Kalyoubia,القليوبية
Agehour El-Kobra,أجهور الكبري,30.296,31.149,tukh-eg1408,Tukh,مركز طوخ,Kalyoubia,القليوبية
Ahmed El-Mansy,احمد المنسي,30.998,31.151,el-mahalla-el-kobra-2-eg1606,El Mahalla El Kobra 2,قسم ثان المحلة الكبرى,Gharbia,الغربية
Ahmed Badawy,احمد بدوى,30.66,29.95,nubariyya-west-eg1817,Nubariyya West,قسم غرب النوبارية,Behera,البحيرة
Ahmed Ramy,أحمد رامى,30.723,30.53,al-dilingat-eg1805,Al-Dilingat,مركز الدلنجات,Behera,البحيرة
Ahmed Shawqy,أحمد شوقى,30.727,30.277,abu-l-matamir-eg1803,Abu-l-Matamir,مركز ابوالمطامير,Behera,البحيرة
Ahmed Oraby,أحمد عرابى,30.423,30.678,badr-eg1818,Badr,مركز بدر,Behera,البحيرة
Akhtab,أخطاب,30.841,31.318,aga-eg1204,Aga,مركز أجا,Dakahlia,الدقهلية
Akhnawy El-Zallaqa,أخناوي الزلاقة,30.807,31.042,tanta-eg1603,Tanta,مركز طنطا,Gharbia,الغربية
Adrasia,ادراسية,29.11,30.915,ahnasya-eg2206,Ahnasya,مركز أهناسيا,Beni Suef,بنى سويف
Adreega,أدريجة,31.2,30.965,kafr-al-shaykh-eg1502,Kafr Al-Shaykh,مركز كفر الشيخ,Kafr El-Shikh,كفر الشيخ
Adshay,ادشاي,30.775,30.886,kafr-al-zayyat-eg1612,Kafr Al-Zayyat,مركز كفر الزيات,Gharbia,الغربية
Adfa,أدفا,26.573,31.636,suhag-eg2603,Suhag,مركز سوهاج,Suhag,سوهاج
Edfu Qebly,ادفو قبلى,24.928,32.848,adfu-eg2803,Adfu,مركز أدفو,Aswan,أسوان
Edfeena,أدفينا,31.294,30.51,rashid-eg1809,Rashid,مركز رشيد,Behera,البحيرة
Adqaq El-Mesk,أدقاق المسك,28.416,30.752,markz-matay-eg2409,Markz Matay,مركز مطاى,Menia,المنيا
Adam,أدم,30.224,29.787,nubariyya-west-eg1817,Nubariyya West,قسم غرب النوبارية,Behera,البحيرة
Admo,أدمو,28.142,30.65,markz-al-minya-eg2402,Markz Al Minya,مركز المنيا,Menia,المنيا
Adandan,أدندان,24.4,32.969,nasr-eg2805,Nasr,مركز نصر,Aswan,أسوان
Adandan,أدندان,22.446,32.365,abu-simbel-eg2807,Abu Simbel,مركز أبوسنبل,Aswan,أسوان
Ard El-Lewaa,أرض اللواء,30.055,31.188,kardasa-eg2120,Kardasa,مركز كرداسة,Giza,الجيزة
Arqitous El-Hamad,أرقيطوسيلحمد,31.085,25.266,salloum-eg3303,Salloum,قسم السلوم,Matrouh,مطروح
Armania,أرمانية,30.942,30.694,itay-al-barud-eg1807,Itay Al-Barud,مركز إيتاى البارود,Behera,البحيرة
Armana,ارمنا,24.514,33.048,nasr-eg2805,Nasr,مركز نصر,Aswan,أسوان
Arymoun,أريمون,31.198,30.899,kafr-al-shaykh-eg1502,Kafr Al-Shaykh,مركز كفر الشيخ,Kafr El-Shikh,كفر الشيخ
Ishaqa,إسحاقة,31.126,31.001,kafr-al-shaykh-eg1502,Kafr Al-Shaykh,مركز كفر الشيخ,Kafr El-Shikh,كفر الشيخ
Asdeema,أسديمة,30.896,30.838,kafr-al-zayyat-eg1612,Kafr Al-Zayyat,مركز كفر الزيات,Gharbia,الغربية
Asreega,أسريجة,30.411,31.083,al-bagur-eg1704,Al-Bagur,مركز الباجور,Menoufia,المنوفية
Astal,أسط ال,28.381,30.67,markz-samalut-eg2408,Markz Samalut,مركز سمالوط,Menia,المنيا
Astonha,أسطنها,30.468,31.117,al-bagur-eg1704,Al-Bagur,مركز الباجور,Menoufia,المنوفية
Asaad,آسعد,30.097,31.246,al-sahil-eg0121,Al Sahil,قسم الساحل,Cairo,القاهرة
Iskan Mubarak Lel-Shabab,اسكان مبارك للشباب,29.986,31.421,new-cairo-3-eg0139,New Cairo-3,قسم ثالث القاهرة الجديدة,Cairo,القاهرة
Askar,أسكر,29.539,31.297,saf-eg2111,Saf,مركز الصف,Giza,الجيزة
Alexandria El-Gadeeda,اسكندرية الجديدة,31.116,31.828,manzala-eg1207,Manzala,مركز المنزلة,Dakahlia,الدقهلية
Asla,أسلا,28.329,33.872,al-tur-eg3501,Al-Tur,قسم الطور,South Sinai,جنوب سيناء
Ismania,إسمانية,30.952,30.708,shubra-khit-eg1810,Shubra Khit,مركز شبراخيت,Behera,البحيرة
Asmant,أسمنت,27.904,30.691,markz-abu-qurqas-eg2404,Markz Abu Qurqas,مركز ابو قرقاص,Menia,المنيا
Asmant,أسمنت,25.806,29.023,a-dakhla-oasis-eg3202,A-Dakhla Oasis,مركز الوحات الداخلة,New Valley,الوادى الجديد
Asmo El-Arous,أسم والعروس,27.637,30.762,markz-dir-mawas-eg2407,Markz Dir Mawas,مركز دير مواس,Menia,المنيا
Asneet,أسنيت,30.538,31.249,kafr-shukr-eg1411,Kafr Shukr,مركز كفر شكر,Kalyoubia,القليوبية
Ashrouba,أشروبة,28.512,30.703,markz-bani-mazar-eg2406,Markz Bani Mazar,مركز بنى مزار,Menia,المنيا
Ashkar,أشكر,30.751,31.821,faqus-eg1312,Faqus,مركز فاقوس,Sharkia,الشرقية
Ashleem,أشليم,30.523,31.121,quwisna-eg1708,Quwisna,مركز قويسنا,Menoufia,المنوفية
Ashleema,أشليمة,30.886,30.747,itay-al-barud-eg1807,Itay Al-Barud,مركز إيتاى البارود,Behera,البحيرة
Ashmant,أشمنت,29.198,31.181,nasir-eg2209,Nasir,مركز ناصر,Beni Suef,بنى سويف
Ashmoun El-Romman,أشمون الرمان,31.09,31.646,dikirnis-eg1209,Dikirnis,مركز دكرنس,Dakahlia,الدقهلية
Ashnaway,أشناواي,30.801,31.067,santa-eg1604,Santa,مركز السنطة,Gharbia,الغربية
Ashneen El-Nasara,أشنين النصاري,28.612,30.772,markz-maghagha-eg2410,Markz Maghagha,مركز مغاغة,Menia,المنيا
Astobary,اصطباري,30.505,31.05,shibin-al-kum-eg1702,Shibin al-Kum,مركز شبين الكوم,Menoufia,المنوفية
Asfoun,أصفون,25.401,32.529,isna-eg2705,Isna,مركز إسنا,Qena,قنا
Atsa,أطسا,28.219,30.737,markz-samalut-eg2408,Markz Samalut,مركز سمالوط,Menia,المنيا
Atlas G,أطلس ج,30.008,31.336,al-khalifa-eg0108,Al Khalifa,قسم الخليفة,Cairo,القاهرة
Atlamees,أطلميس,30.944,30.501,al-dilingat-eg1805,Al-Dilingat,مركز الدلنجات,Behera,البحيرة
Atnouh,أطنوح,31.187,27.778,marsa-matruh-eg3301,Marsa Matruh,قسم مرسى مطروح,Matrouh,مطروح
Atneya,أطنيه,28.654,30.828,markz-maghagha-eg2410,Markz Maghagha,مركز مغاغة,Menia,المنيا
Atwab,أطواب,29.385,31.215,al-wasta-eg2205,Al Wasta,مركز الواسطى,Beni Suef,بنى سويف
Atwal El-Waqf,أعط والوقف,28.553,30.745,markz-bani-mazar-eg2406,Markz Bani Mazar,مركز بنى مزار,Menia,المنيا
Aghroumy,أغرومي,29.162,25.736,siwa-eg3306,Siwa,مركز سيوة,Matrouh,مطروح
Aftomiya El-Gharbeya,أفطمية الغربية,25.996,28.695,a-dakhla-oasis-eg3202,A-Dakhla Oasis,مركز الوحات الداخلة,New Valley,الوادى الجديد
Aftima El-Sharqeya,أفطيمة الشرقية,25.986,28.81,a-dakhla-oasis-eg3202,A-Dakhla Oasis,مركز الوحات الداخلة,New Valley,الوادى الجديد
Aftima El-Qeblya,أفطيمة القبلية,25.954,28.736,a-dakhla-oasis-eg3202,A-Dakhla Oasis,مركز الوحات الداخلة,New Valley,الوادى الجديد
Aflaqa,أفلاقة,31.075,30.505,damanhur-eg1802,Damanhur,مركز دمنهور,Behera,البحيرة
Afneesh,أفنيش,31.057,31.259,nebro-eg1221,Nebro,مركز نبروة,Dakahlia,الدقهلية
Afwa,أفوة,29.346,31.199,al-wasta-eg2205,Al Wasta,مركز الواسطى,Beni Suef,بنى سويف
Aqsas,أقصاص,26.671,31.628,al-maragha-eg2606,Al-Maragha,مركز المراغة,Suhag,سوهاج
Aqtya,أقطية,30.975,32.801,rummana-eg3410,Rummana,قسم رمانة,North Sinai,شمال سيناء
Aqfahass,أقفهص,28.791,30.829,al-fashn-eg2204,Al Fashn,مركز الفشن,Beni Suef,بنى سويف
Aqlit,اقليت,24.512,32.886,kum-umbu-eg2804,Kum Umbu,مركز كوم امبو,Aswan,أسوان
Akadeemeyat El-Shorta w El-Mirage,اكاديميه الشرطه و الميراج,30.06,31.428,new-cairo-2-eg0138,New Cairo-2,قسم ثان القاهرة الجديدة,Cairo,القاهرة
Akrash,أكراش,30.761,31.517,dyarb-nigm-eg1310,Dyarb Nigm,مركز ديرب نجم,Sharkia,الشرقية
Akwa,أكوة,30.702,31.47,dyarb-nigm-eg1310,Dyarb Nigm,مركز ديرب نجم,Sharkia,الشرقية
Akwa El-Hessa,أكوة الحصة,30.74,30.838,kafr-al-zayyat-eg1612,Kafr Al-Zayyat,مركز كفر الزيات,Gharbia,الغربية
Akyad El-Bahareya,أكياد البحرية,30.731,31.902,faqus-eg1312,Faqus,مركز فاقوس,Sharkia,الشرقية
Akyad El-Qeblya,أكياد القبلية,30.71,31.931,faqus-eg1312,Faqus,مركز فاقوس,Sharkia,الشرقية
Akyad Dagwy,أكياددجوي,30.366,31.113,tukh-eg1408,Tukh,مركز طوخ,Kalyoubia,القليوبية
El-Abageya,الأباجية,30.017,31.299,al-khalifa-eg0108,Al Khalifa,قسم الخليفة,Cairo,القاهرة
El-Ibrahimia,الابراهيمية,31.18,30.656,disuq-eg1506,Disuq,مركز دسوق,Kafr El-Shikh,كفر الشيخ
El-Ibrahimia,الابراهيمية,30.958,30.594,itay-al-barud-eg1807,Itay Al-Barud,مركز إيتاى البارود,Behera,البحيرة
El-Ibrahimia El-Bahareya,الإبراهيميه البحريه,31.392,31.628,kafr-sad-eg1104,Kafr Sad,مركز كفر سعد,Damietta,دمياط
El-Ibrahimia El-Qeblya,الإبراهيميه القبليه,31.375,31.629,kafr-sad-eg1104,Kafr Sad,مركز كفر سعد,Damietta,دمياط
El-Abreeqgy,الأبريقجي,31.078,30.612,al-rahmaniyya-eg1815,Al-Rahmaniyya,مركز الرحمانية,Behera,البحيرة
El-Abtal,الأبط ال,30.826,32.328,qantara-sharq-al-eg1908,"Qantara Sharq, al-",قسم القنطرة شرق,Ismailia,الإسماعيلية
El-Abadeya El-Bahareya,الأبعادية البحرية,31.5,31.052,al-hamul-eg1511,Al Hamul,مركز الحامول,Kafr El-Shikh,كفر الشيخ
El-Abqaeen,الأبقعين,30.841,30.352,hush-isa-eg1808,Hush Isa,مركز حوش عيسى,Behera,البحيرة
El-Ablaq,الأبلق,26.991,31.351,sidfa-eg2511,Sidfa,مركز صدفا,Assiut,أسيوط
El-Abyary,الأبياري,30.342,31.232,tukh-eg1408,Tukh,مركز طوخ,Kalyoubia,القليوبية
El-Etihad,الاتحاد,31.131,31.831,mit-salsil-eg1217,MIt Salsil,مركز ميت سلسيل,Dakahlia,الدقهلية
El-Ataka,الأتكة,29.844,32.485,ataqa-eg0403,Ataqa,قسم عتاقة,Suez,السويس
El-Atlat,الأتلات,28.448,30.749,markz-matay-eg2409,Markz Matay,مركز مطاى,Menia,المنيا
El-Ahaywa Sharq,الأحايوةشرق,26.461,31.826,akhmim-eg2604,Akhmim,مركز أخميم,Suhag,سوهاج
El-Ahaywa Gharb,الأحايوةغرب,26.448,31.801,al-usayrat-eg2617,Al Usayrat,مركز العسيرات,Suhag,سوهاج
El-Ahrar,الأحرار,24.961,32.786,adfu-eg2803,Adfu,مركز أدفو,Aswan,أسوان
El-Ahrar,الأحرار,31.013,32.559,rummana-eg3410,Rummana,قسم رمانة,North Sinai,شمال سيناء
El-Ahraz,الأحراز,30.705,31.614,abu-kabir-eg1305,Abu Kabir,مركز أبوكبير,Sharkia,الشرقية
El-Ahraz,الأحراز,30.34,31.307,shibin-al-qanatir-eg1405,Shibin al-Qanatir,مركز شبين القناطر,Kalyoubia,القليوبية
El-Ehsania,الاحسانية,30.673,31.561,hihya-eg1315,Hihya,مركز ههيا,Sharkia,الشرقية
El-Ahmadeya,الاحمدية,31.2,31.963,manzala-eg1207,Manzala,مركز المنزلة,Dakahlia,الدقهلية
El-Ahmadeya,الأحمدية,31.193,31.585,shirbin-eg1210,Shirbin,مركز شربين,Dakahlia,الدقهلية
El-Ahmadeen,الأحمدين,30.059,31.231,bulaq-eg0112,Bulaq,قسم بولاق,Cairo,القاهرة
El-Ahyaa,الأحياء,27.427,33.609,hurghada-2-eg3108,Hurghada 2,قسم ثان الغردقة,Red Sea,البحر الأحمر
El-Akharasa,الأخارسة,30.83,32.24,qantara-gharb-al-eg1906,"Qantara Gharb, al-",مركز القنطرة,Ismailia,الإسماعيلية
El-Ekhsas,الاخصاص,29.709,31.294,saf-eg2111,Saf,مركز الصف,Giza,الجيزة
El-Ekhsas,الاخصاص,30.191,31.092,imbaba-eg2113,Imbaba,مركز إمبابة,Giza,الجيزة
El-Ekhsas,الاخصاص,28.111,30.725,kesm-al-minya-eg2401,Kesm Al-minya,قسم المنيا,Menia,المنيا
El-Ekhsas,الأخصاص,29.391,30.9,sinuras-eg2305,Sinuras,مركز سنورس,Fayoum,الفيوم
El-Akhmas,الأخماس,30.408,30.834,sadat-city-eg1711,Sadat City,مركز السادات,Menoufia,المنوفية
El-Akhmiyeen,الأخميين,30.675,31.768,faqus-eg1312,Faqus,مركز فاقوس,Sharkia,الشرقية
El-Akhmiyeen,الأخميين,30.173,31.152,qanatir-al-khayriyya-eg1404,Qanatir Al-Khayriyya,مركز القناطر الخيرية,Kalyoubia,القليوبية
El-Akhywa,الاخيوة,30.797,31.975,al-husayniya-eg1306,Al-Husayniya,مركز الحسينية,Sharkia,الشرقية
El-Edara,الادارة,27.81,30.793,markz-mallawi-eg2412,Markz Mallawi,مركز ملوى,Menia,المنيا
El-Adabeya,الأدبية,29.793,32.437,ataqa-eg0403,Ataqa,قسم عتاقة,Suez,السويس
El-Arbaeen,الأربعين,31.249,31.718,fariskur-eg1103,Fariskur,مركز فارسكور,Damietta,دمياط
El-Azhar,الأزهر,30.047,31.262,gamaliyya-eg0115,Gamaliyya,قسم الجمالية,Cairo,القاهرة
El-Esbaeya,الأسباعية,28.817,33.977,sant-katrin-eg3504,Sant Katrin,قسم سانت كاترين,South Sinai,جنوب سيناء
El-Estad,الاستاد,30.069,31.307,madinat-nasr-2-eg0127,Madinat Nasr-2,قسم ثانمدينةنصر,Cairo,القاهرة
El-Asadeya,الأسدية,30.612,31.707,abu-hammad-eg1304,Abu Hammad,مركز أبو حماد,Sharkia,الشرقية
El-Ismailia,الاسماعيلية,30.047,31.236,qasr-al-nile-eg0111,Qasr Al-Nile,قسم قصر النيل,Cairo,القاهرة
El-Ismailia,الاسماعيلية,28.201,30.75,markz-al-minya-eg2402,Markz Al Minya,مركز المنيا,Menia,المنيا
El-Ismailia Sharq? Raqm? Sabeqan?,الاسماعيليةشرق?رقم?سابقا?,30.918,32.407,qantara-sharq-al-eg1908,"Qantara Sharq, al-",قسم القنطرة شرق,Ismailia,الإسماعيلية
El-Ismailia,الإسماعيليه,31.368,31.691,kafr-sad-eg1104,Kafr Sad,مركز كفر سعد,Damietta,دمياط
El-Eshara,الإشارة,30.593,31.511,zaqaziq-2-eg1302,Zaqaziq 2,قسم ثان الزقازيق,Sharkia,الشرقية
El-Ashraf,الأشراف,24.935,32.804,adfu-eg2803,Adfu,مركز أدفو,Aswan,أسوان
El-Ashraf El-Bahareya,الأشراف البحرية,26.187,32.594,qina-eg2702,Qina,مركز قنا,Qena,قنا
El-Ashraf El-Sharqeya,الأشراف الشرقية,26.096,32.786,qina-eg2702,Qina,مركز قنا,Qena,قنا
El-Ashraf El-Gharbeya,الأشراف الغربية,26.081,32.778,qina-eg2702,Qina,مركز قنا,Qena,قنا
El-Ashraf El-Qeblya,الأشراف القبلية,26.105,32.773,qina-eg2702,Qina,مركز قنا,Qena,قنا
El-Ashrak,الأشراك,31.06,30.612,al-rahmaniyya-eg1815,Al-Rahmaniyya,مركز الرحمانية,Behera,البحيرة
El-Ashmouneen,الأشمونين,27.782,30.817,markz-mallawi-eg2412,Markz Mallawi,مركز ملوى,Menia,المنيا
El-Aslab,الأصلاب,31.04,30.675,shubra-khit-eg1810,Shubra Khit,مركز شبراخيت,Behera,البحيرة
El-Eslah,الإصلاح,26.23,31.985,al-balyana-eg2605,Al-Balyana,مركز البلينا,Suhag,سوهاج
El-Eslah El-Zeraei,الاصلاح الزرراعي,30.165,31.239,qalyub-eg1410,Qalyub,مركز قليوب,Kalyoubia,القليوبية
El-Atarsha,الأطارشة,30.444,31.05,al-bagur-eg1704,Al-Bagur,مركز الباجور,Menoufia,المنوفية
El-Etezaz,الإعتزاز,28.193,30.564,markz-samalut-eg2408,Markz Samalut,مركز سمالوط,Menia,المنيا
El-Aaras,الأعراس,30.481,31.387,minya-al-qamh-eg1314,Minya al-Qamh,مركز منيا القمح,Sharkia,الشرقية
El-Aaqab,الأعقاب,24.285,32.909,aswan-eg2802,Aswan,مركز أسوان,Aswan,أسوان
El-Aalam,الأعلام,29.337,30.869,fayyum-eg2302,Fayyum,مركز الفيوم,Fayoum,الفيوم
El-Eghana,الإغانة,26.863,31.358,tama-eg2613,Tama,مركز طما,Suhag,سوهاج
El-Aqadema,الأقادمة,27.03,31.253,abu-tig-eg2505,Abu Tig,مركز أبوتيج,Assiut,أسيوط
El-Aqalta,الأق التة,25.695,32.612,luxor-eg2902,Luxor,مركز الأقصر,Luxor,مدينة الأقصر
El-Aqawaz,الاقواز,29.639,31.31,saf-eg2111,Saf,مركز الصف,Giza,الجيزة
El-Akrad,الأكراد,27.231,31.148,alfath-eg2513,Alfath,مركز الفتح,Assiut,أسيوط
El-Imam El-Hussein,الإمام الحسين,30.742,30.424,al-dilingat-eg1805,Al-Dilingat,مركز الدلنجات,Behera,البحيرة
El-Imam El-Ghazaly,الإمام الغزالى,30.722,30.483,al-dilingat-eg1805,Al-Dilingat,مركز الدلنجات,Behera,البحيرة
El-Imamein,الإمامين,30.008,31.257,al-khalifa-eg0108,Al Khalifa,قسم الخليفة,Cairo,القاهرة
El-Omaraa,الأمراء,31.185,30.051,kafr-al-dawwar-eg1812,Kafr Al-Dawwar,مركز كفر الدوار,Behera,البحيرة
El-Amal,الامل,30.833,30.06,abu-l-matamir-eg1803,Abu-l-Matamir,مركز ابوالمطامير,Behera,البحيرة
El-Amal,الأمل,28.106,30.609,markz-al-minya-eg2402,Markz Al Minya,مركز المنيا,Menia,المنيا
El-Amir Kab,الأمير كاب,24.595,32.931,nasr-eg2805,Nasr,مركز نصر,Aswan,أسوان
El-Amireya,الأميرية,30.109,31.27,zawiyya-al-hamra-eg0131,Zawiyya Al-Hamra,قسم الزاويةالحمراء,Cairo,القاهرة
El-Amireya,الأميرية,26.144,32.095,abu-tisht-eg2703,Abu Tisht,مركز أبو طشت,Qena,قنا
El-Anboteen,الأنبوطين,30.784,31.075,santa-eg1604,Santa,مركز السنطة,Gharbia,الغربية
El-Angab,الأنجب,30.371,30.928,ashmun-eg1703,Ashmun,مركز أشمون,Menoufia,المنوفية
El-Andalus,الاندلس,29.977,31.666,new-cairo-3-eg0139,New Cairo-3,قسم ثالث القاهرة الجديدة,Cairo,القاهرة
El-Ansha,الأنشا,31.114,31.234,el-mahalla-el-kobra-eg1607,El Mahalla El Kobra,مركز المحله الكبرى,Gharbia,الغربية
El-Ansha w El-Moneera,الانشا والمنيرة,30.036,31.237,sayyida-zainab-eg0107,Sayyida Zainab,قسم السيدة زينب,Cairo,القاهرة
El-Ansasya,الانشاصية,30.84,31.337,aga-eg1204,Aga,مركز أجا,Dakahlia,الدقهلية
El-Ansheta,الانشطه,29.989,31.383,new-cairo-3-eg0139,New Cairo-3,قسم ثالث القاهرة الجديدة,Cairo,القاهرة
El-Ansar,الأنصار,29.127,30.893,ahnasya-eg2206,Ahnasya,مركز أهناسيا,Beni Suef,بنى سويف
El-Ansar,الأنصار,27.396,30.779,al-qusia-eg2509,Al-Qusia,مركز القوصية,Assiut,أسيوط
El-Anwar w Oshash El-Baroud,الأنوروعشش البارود,30.017,31.233,misr-al-qadima-eg0106,Misr Al-Qadima,مصرالقديمة,Cairo,القاهرة
El-Ahtam,الأهتم,31.093,33.813,el-arish-3-eg3403,El Arish 3,قسم ثالث العريش,North Sinai,شمال سيناء
El-Orman,الأورمان,30.945,31.408,sinbillawin-eg1205,Sinbillawin,مركز السنبلاوين,Dakahlia,الدقهلية
El-Awsat Samhoud,الأوسطسمهود,26.162,32.092,abu-tisht-eg2703,Abu Tisht,مركز أبو طشت,Qena,قنا
El-Awsat Qamoula,الأوسطقمولا,25.809,32.746,naqada-eg2709,Naqada,مركز نقادة,Qena,قنا
